"featureFlag","ref","type","baseWeapon","baseMods","supportedAttachments","lootTags","tier","pingCommsAction","fakeAmmoIcon","icon","pickupModel","skinOverride","attachSound","pickupSound_1p","pickupSound_3p","carrySound","pickupString","desc","countPerDrop","inventorySlotCount","netInt","passive","minPVPCurrency","maxPVPCurrency","scrapValue","droppodRotate","conditional","isDynamic","pretendsToBeBlank"
"","optic_cq_threat","attachment","","","","",4,"PING_ATTACHMENT_OPTIC_CQ_THREAT","","rui/weapon_icons/attachments/threat_scope","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_threat.rmdl",3,"survival_loot_attach_threat_scope","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","#SURVIVAL_PICKUP_THREAT_SCOPE_HINT",1,1,"","",0,0,5,0,0,0,0
"","optic_ranged_hcog","attachment","","","","",3,"PING_ATTACHMENT_OPTIC_RANGED_HCOG","","rui/weapon_icons/attachments/hcog_ranged","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_rng_hcog_acgs.rmdl",3,"survival_loot_attach_hcog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","optic_ranged_aog_variable","attachment","","","","",3,"PING_ATTACHMENT_OPTIC_RANGED_AOG","","rui/weapon_icons/attachments/2x_4x_variable_aog","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_rng_aog_var_r1.rmdl",3,"survival_loot_attach_aog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","optic_sniper","attachment","","","","",2,"PING_ATTACHMENT_OPTIC_SNIPER","","rui/weapon_icons/attachments/4x_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_sni_dcom.rmdl",3,"survival_loot_attach_aog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","optic_sniper_variable","attachment","","","","",3,"PING_ATTACHMENT_OPTIC_SNIPER_VARIABLE","","rui/weapon_icons/attachments/4x_8x_variable_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_sni_var_talon.rmdl",3,"survival_loot_attach_aog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","optic_sniper_threat","attachment","","","","",4,"PING_ATTACHMENT_OPTIC_SNIPER_THREAT","","rui/weapon_icons/attachments/8x_threat_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_sni_threat_wyeon.rmdl",4,"survival_loot_attach_aog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","barrel_stabilizer_l1","attachment","","","","",1,"PING_ATTACHMENT_BARREL_STABILIZER_1","","rui/pilot_loadout/mods/barrel_stabilizer","mdl/weapons_r5/loot/_master/w_loot_wep_mods_suppr_v2b.rmdl",2,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","barrel_stabilizer_l2","attachment","","","","",2,"PING_ATTACHMENT_BARREL_STABILIZER_2","","rui/pilot_loadout/mods/barrel_stabilizer","mdl/weapons_r5/loot/_master/w_loot_wep_mods_suppr_v2b.rmdl",2,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","barrel_stabilizer_l3","attachment","","","","",3,"PING_ATTACHMENT_BARREL_STABILIZER_3","","rui/pilot_loadout/mods/barrel_stabilizer","mdl/weapons_r5/loot/_master/w_loot_wep_mods_suppr_v2b.rmdl",3,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","barrel_stabilizer_l4_flash_hider","attachment","","","","",4,"PING_ATTACHMENT_BARREL_STABILIZER_4_FLASH_HIDER","","rui/pilot_loadout/mods/barrel_flash","mdl/weapons_r5/loot/_master/w_loot_wep_mods_suppr_v1b.rmdl",0,"survival_loot_attach_silencer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","laser_sight_l1","attachment","","","","",1,"PING_ATTACHMENT_LASER_SIGHT_1","","rui/pilot_loadout/mods/laser_sight","mdl/weapons_r5/loot/_master/w_loot_wep_mods_lasersight_v1.rmdl",0,"survival_loot_attach_laser","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","laser_sight_l2","attachment","","","","",2,"PING_ATTACHMENT_LASER_SIGHT_2","","rui/pilot_loadout/mods/laser_sight","mdl/weapons_r5/loot/_master/w_loot_wep_mods_lasersight_v1.rmdl",0,"survival_loot_attach_laser","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","laser_sight_l3","attachment","","","","",3,"PING_ATTACHMENT_LASER_SIGHT_3","","rui/pilot_loadout/mods/laser_sight","mdl/weapons_r5/loot/_master/w_loot_wep_mods_lasersight_v1.rmdl",0,"survival_loot_attach_laser","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","bullets_mag_l1","attachment","","","","",1,"PING_ATTACHMENT_MAG_BULLET_1","","rui/pilot_loadout/mods/light_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v1b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","bullets_mag_l2","attachment","","","","",2,"PING_ATTACHMENT_MAG_BULLET_2","","rui/pilot_loadout/mods/light_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v1b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","bullets_mag_l3","attachment","","","","",3,"PING_ATTACHMENT_MAG_BULLET_3","","rui/pilot_loadout/mods/light_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v1b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","bullets_mag_l4","attachment","","","","",4,"PING_ATTACHMENT_MAG_BULLET_4","","rui/pilot_loadout/mods/light_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v1b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","highcal_mag_l1","attachment","","","","",1,"PING_ATTACHMENT_MAG_HIGHCAL_1","","rui/pilot_loadout/mods/heavy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v2b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","highcal_mag_l2","attachment","","","","",2,"PING_ATTACHMENT_MAG_HIGHCAL_2","","rui/pilot_loadout/mods/heavy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v2b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","highcal_mag_l3","attachment","","","","",3,"PING_ATTACHMENT_MAG_HIGHCAL_3","","rui/pilot_loadout/mods/heavy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v2b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","highcal_mag_l4","attachment","","","","",4,"PING_ATTACHMENT_MAG_HIGHCAL_4","","rui/pilot_loadout/mods/heavy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v2b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","energy_mag_l1","attachment","","","","",1,"PING_ATTACHMENT_MAG_ENERGY_1","","rui/pilot_loadout/mods/energy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_energy_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","energy_mag_l2","attachment","","","","",2,"PING_ATTACHMENT_MAG_ENERGY_2","","rui/pilot_loadout/mods/energy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_energy_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","energy_mag_l3","attachment","","","","",3,"PING_ATTACHMENT_MAG_ENERGY_3","","rui/pilot_loadout/mods/energy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_energy_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","energy_mag_l4","attachment","","","","",4,"PING_ATTACHMENT_MAG_ENERGY_4","","rui/pilot_loadout/mods/energy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_energy_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","sniper_mag_l1","attachment","","","","",1,"PING_ATTACHMENT_MAG_SNIPER_1","","rui/pilot_loadout/mods/sniper_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_sniper_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","sniper_mag_l2","attachment","","","","",2,"PING_ATTACHMENT_MAG_SNIPER_2","","rui/pilot_loadout/mods/sniper_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_sniper_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","sniper_mag_l3","attachment","","","","",3,"PING_ATTACHMENT_MAG_SNIPER_3","","rui/pilot_loadout/mods/sniper_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_sniper_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","sniper_mag_l4","attachment","","","","",4,"PING_ATTACHMENT_MAG_SNIPER_4","","rui/pilot_loadout/mods/sniper_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_sniper_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","shotgun_bolt_l1","attachment","","","","",1,"PING_ATTACHMENT_SHOTGUN_BOLT_1","","rui/pilot_loadout/mods/shotgun_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v3b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","shotgun_bolt_l2","attachment","","","","",2,"PING_ATTACHMENT_SHOTGUN_BOLT_2","","rui/pilot_loadout/mods/shotgun_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v3b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","shotgun_bolt_l3","attachment","","","","",3,"PING_ATTACHMENT_SHOTGUN_BOLT_3","","rui/pilot_loadout/mods/shotgun_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v3b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","shotgun_bolt_l4","attachment","","","","",4,"PING_ATTACHMENT_SHOTGUN_BOLT_4","","rui/pilot_loadout/mods/shotgun_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v3b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","stock_tactical_l1","attachment","","","","",1,"PING_ATTACHMENT_STOCK_STANDARD_1","","rui/pilot_loadout/mods/tactical_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_regular.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","stock_tactical_l2","attachment","","","","",2,"PING_ATTACHMENT_STOCK_STANDARD_2","","rui/pilot_loadout/mods/tactical_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_regular.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","stock_tactical_l3","attachment","","","","",3,"PING_ATTACHMENT_STOCK_STANDARD_3","","rui/pilot_loadout/mods/tactical_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_regular.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","stock_sniper_l1","attachment","","","","",1,"PING_ATTACHMENT_STOCK_SNIPER_1","","rui/pilot_loadout/mods/sniper_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_sniper.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","stock_sniper_l2","attachment","","","","",2,"PING_ATTACHMENT_STOCK_SNIPER_2","","rui/pilot_loadout/mods/sniper_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_sniper.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","stock_sniper_l3","attachment","","","","",3,"PING_ATTACHMENT_STOCK_SNIPER_3","","rui/pilot_loadout/mods/sniper_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_sniper.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,1,0,0,0
"","hopup_shield_breaker","attachment","","","","",4,"PING_ATTACHMENT_HOPUP_SHIELD_BREAKER","","rui/pilot_loadout/mods/hopup_shield_breaker","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",4,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,0,0,0,0
"","hopup_selectfire","attachment","","","","",3,"PING_ATTACHMENT_HOPUP_SELECTFIRE","","rui/pilot_loadout/mods/hopup_autofire","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",3,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,0,0,0,0
"","hopup_double_tap","attachment","","","","",4,"PING_ATTACHMENT_HOPUP_DOUBLE_TAP","","rui/pilot_loadout/mods/hopup_doubletap","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",4,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,0,0,0,0
"","hopup_turbocharger","attachment","","","","",4,"PING_ATTACHMENT_HOPUP_TURBOCHARGER","","rui/pilot_loadout/mods/hopup_turbocharger","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",4,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,0,0,0,0
"","hopup_headshot_dmg","attachment","","","","",4,"PING_ATTACHMENT_HOPUP_HEADSHOT_DMG","","rui/pilot_loadout/mods/hopup_skullpiercer","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",4,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,0,0,0,0
"","hopup_unshielded_dmg","attachment","","","","",4,"PING_ATTACHMENT_HOPUP_UNSHIELDED_DMG","","rui/pilot_loadout/mods/hopup_unshielded_dmg","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",4,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,0,0,0,0
"","data_knife","data_knife","","","","",5,"PING_ITEM_DATA_KNIFE","","rui/hud/gametype_icons/survival/data_knife","mdl/weapons_r5/loot/_master/w_loot_msc_keycard_v1.rmdl",0,"","survival_loot_pickup_VaultKey","survival_loot_pickup_3p_tactical_ammo","","#SURVIVAL_PICKUP_DATA_KNIFE","#SURVIVAL_PICKUP_DATA_KNIFE_HINT",1,1,"","",0,0,0,0,0,0,0
"","mp_weapon_pulse_lmg","main_weapon","","","","launcher","1","PING_WEAPON_COLDWAR","","","","0","","survival_loot_pickup_weapon_pulse_lmg","survival_loot_pickup_3p_weapon_pulse_lmg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_flamethrower","main_weapon","","","","lmg","1","PING_WEAPON_COLDWAR","","","","0","","survival_loot_pickup_weapon_pulse_lmg","survival_loot_pickup_3p_weapon_pulse_lmg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_epg","main_weapon","","","","launcher","1","PING_WEAPON_EPG","","","","0","","survival_loot_pickup_weapon_epg","survival_loot_pickup_3p_weapon_epg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_smr","main_weapon","","","","launcher","1","PING_WEAPON_SMR","","","","0","","survival_loot_pickup_weapon_smr","survival_loot_pickup_3p_weapon_smr","","","","1","1","","","0","0","20","0","0","0","0"
"","sp_weapon_arc_tool","main_weapon","","","","launcher","1","PING_WEAPON_ARC_TOOL","","","","0","","survival_loot_pickup_weapon_arc_launcher","survival_loot_pickup_3p_weapon_arc_launcher","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_rocket_launcher","main_weapon","","","","launcher","1","PING_WEAPON_ARCHER","","","","0","","survival_loot_pickup_weapon_smr","survival_loot_pickup_3p_weapon_smr","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_arc_launcher","main_weapon","","","","launcher","1","PING_WEAPON_THUNDERBOLT","","","","0","","survival_loot_pickup_weapon_arc_launcher","survival_loot_pickup_3p_weapon_arc_launcher","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_softball","main_weapon","","","","launcher","1","PING_WEAPON_SOFTBALL","","","","0","","survival_loot_pickup_weapon_softball","survival_loot_pickup_3p_weapon_softball","","","","1","1","","","0","0","20","0","0","0","0"
"","sp_weapon_arc_tool","main_weapon","","","","launcher","1","","","","","0","","survival_loot_pickup_weapon_epg","survival_loot_pickup_3p_weapon_epg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_mgl","main_weapon","","","","launcher","1","PING_WEAPON_MGL","","","","0","","survival_loot_pickup_weapon_mgl","survival_loot_pickup_3p_weapon_mgl","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_car_r2","main_weapon","","","","smg","1","PING_WEAPON_CAR","","","","0","","survival_loot_pickup_weapon_car","survival_loot_pickup_3p_weapon_car","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_wingman_n","main_weapon","","","","smg","1","PING_WEAPON_WINGMAN_N","","","","0","","survival_loot_pickup_weapon_wingman_n","survival_loot_pickup_3p_weapon_wingman_n","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_rspn101_og","main_weapon","","","","smg","1","PING_WEAPON_R201","","","","0","","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_volt_smg","main_weapon","","","sight mag barrel grip","smg","1","PING_WEAPON_VOLT","","","","0","","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_volt_smg_whiteset","main_weapon","mp_weapon_volt_smg","optic_cq_hcog_classic energy_mag_l1 stock_tactical_l1 laser_sight_l1","sight mag barrel grip","smg whiteset","1","PING_WEAPON_VOLT","","","","0","","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_volt_smg_blueset","main_weapon","mp_weapon_volt_smg","optic_cq_hcog_classic energy_mag_l2 stock_tactical_l2  laser_sight_l2","sight mag barrel grip","smg blueset","2","PING_WEAPON_VOLT","","","","0","","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_volt_smg_purpleset","main_weapon","mp_weapon_volt_smg","optic_cq_hcog_classic energy_mag_l3 stock_tactical_l3 laser_sight_l3","sight mag barrel grip","smg purpleset","3","PING_WEAPON_VOLT","","","","0","","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_volt_smg_gold","main_weapon","mp_weapon_volt_smg","optic_cq_threat energy_mag_l4 stock_tactical_l3 laser_sight_l3 gold","sight mag barrel grip","smg","4","PING_WEAPON_VOLT","","","","0","","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_sentinel","main_weapon","","","sight mag grip","sniper","1","PING_WEAPON_SENTINEL","","","","0","","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_sentinel_whiteset","main_weapon","mp_weapon_sentinel","optic_cq_hcog_bruiser sniper_mag_l1 stock_sniper_l1","sight mag grip","sniper whiteset","1","PING_WEAPON_SENTINEL","","","","0","","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_sentinel_blueset","main_weapon","mp_weapon_sentinel","optic_ranged_aog_variable sniper_mag_l2 stock_sniper_l2","sight mag grip","sniper blueset","2","PING_WEAPON_SENTINEL","","","","0","","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_sentinel_purpleset","main_weapon","mp_weapon_sentinel","optic_ranged_aog_variable sniper_mag_l3 stock_sniper_l3","sight mag grip","sniper purpleset","3","PING_WEAPON_SENTINEL","","","","0","","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_sentinel_gold","main_weapon","mp_weapon_sentinel","optic_sniper_threat sniper_mag_l4 stock_sniper_l3 gold","sight mag grip","sniper","4","PING_WEAPON_SENTINEL","","","","0","","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","","1","1","","","0","0","20","0","0","0","0"
"","mp_weapon_smart_pistol","main_weapon","","","mag","pistol","1","PING_WEAPON_SMARTPISTOL","","","","0","","weapon_smartpistol_equip","weapon_smartpistol_equip","","","","1","1","","","0","0","20","0","0","0","0"
"string","string","string","string","string","string","string","int","string","asset_noprecache","asset_noprecache","asset","int","string","string","string","string","string","string","int","int","string","string","int","int","int","bool","bool","bool","bool"
